sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	habitatId	habitatName	localityId	localityName	decimalLatitude	decimalLongitude	depth	altitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation
9a887a47-090f-11e3-af8d-50faf7e7a06b		Megachile praedicta					http://rs.tdwg.org/dwc/terms/FossilSpecimen	FossilSpecimen	http://purl.obolibrary.org/obo/RO_0002574	participates in a biotic-biotic interaction with		urn:lsid:marinespecies.org:taxname:3	Plantae	http://purl.obolibrary.org/obo/PO_0009025	vascular leaf													1910	doi:10.1038/082429a0	https://doi-org.colorado.idm.oclc.org/10.1038/082429a0	"Cockerell, T. D. A. (1910). A Tertiary leaf-cutting bee. Nature, 82(2102): 429-429."
9d5ed4e3-090f-11e3-af8d-50faf7e7a06b		Nassa alectrion	http://purl.obolibrary.org/obo/UBERON_0008270	mollusc shell			http://rs.tdwg.org/dwc/terms/FossilSpecimen	FossilSpecimen	http://purl.obolibrary.org/obo/RO_0002458	preyed upon by		urn:lsid:marinespecies.org:taxname:101	Gastropoda																	https://www.gbif.org/occurrence/607646735	Karim T (2021). CU Invertebrate Paleontology. Version 26.34. University of Colorado Museum of Natural History. Occurrence dataset https://doi.org/10.15468/dvpav1 accessed via GBIF.org on 2021-09-08. https://www.gbif.org/occurrence/607646735
9d0163c5-090f-11e3-af8d-50faf7e7a06b	urn:lsid:marinespecies.org:taxname:106122	Balanus sp.					http://rs.tdwg.org/dwc/terms/FossilSpecimen	FossilSpecimen	http://purl.obolibrary.org/obo/RO_0002441	epibiont			Pteiomorphia																	https://www.gbif.org/occurrence/607644188	Karim T (2021). CU Invertebrate Paleontology. Version 26.34. University of Colorado Museum of Natural History. Occurrence dataset https://doi.org/10.15468/dvpav1 accessed via GBIF.org on 2021-09-08. https://www.gbif.org/occurrence/607644188
9d016865-090f-11e3-af8d-50faf7e7a06b	urn:lsid:marinespecies.org:taxname:367779	Saxidomus giganteus					http://rs.tdwg.org/dwc/terms/FossilSpecimen	FossilSpecimen	http://purl.obolibrary.org/obo/RO_0002441	basibiont		urn:lsid:marinespecies.org:taxname:882	Annelida																	https://www.gbif.org/occurrence/607644189	Karim T (2021). CU Invertebrate Paleontology. Version 26.34. University of Colorado Museum of Natural History. Occurrence dataset https://doi.org/10.15468/dvpav1 accessed via GBIF.org on 2021-09-08. https://www.gbif.org/occurrence/607644189
9d01cdf9-090f-11e3-af8d-50faf7e7a06b	urn:lsid:marinespecies.org:taxname:246019	Pecten islandicus		valve			http://rs.tdwg.org/dwc/terms/FossilSpecimen	FossilSpecimen	http://purl.obolibrary.org/obo/RO_0002441	basibiont		urn:lsid:marinespecies.org:taxname:146142	Bryozoa																	https://www.gbif.org/occurrence/607644201	Karim T (2021). CU Invertebrate Paleontology. Version 26.34. University of Colorado Museum of Natural History. Occurrence dataset https://doi.org/10.15468/dvpav1 accessed via GBIF.org on 2021-09-08. https://www.gbif.org/occurrence/607644201
